exercise_name,exercise_url,Target,Synergists,Dynamic Stabilizers,Stabilizers,Antagonist Stabilizers,Antagonist      Stabilizers,Dynamic      Stabilizers,Stabilizers (Raised Leg),Stabilizers (Raised Arms),Stabilizers (see comments),Stabilizers (raised leg),Target (see comments),Stabilizers (near arm),Stabilizers (far arm),Synergists (Neck),Synergists / Stabilizers (Spine),Stabilizers (Other),Synergists (Spine),Synergists / Stabilizers (Hips),Target (see comments),Target(See Comments),Synergists (see comments),Target (See Comments),Stabilizers (raised arms),Antagonist Stabilizers (see comment),​​​​​​​Stabilizers,Stabilizers (see comments),Antagonist Stabilizers (see comments)
Lever Bent-over Leg Curl,https://exrx.net/WeightExercises/Hamstrings/LVBentOverLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis,,Gluteus Medius; Gluteus Minimus,,,,,,,,,,,,,,,,,,,,,Tibialis Anterior,,,
Lever Kneeling Leg Curl,https://exrx.net/WeightExercises/Hamstrings/LVKneelingLegCurl,Hamstrings,Gastrocnemius; Gracilis; Sartorius; Popliteus,,Gluteus Medius; Gluteus Maximus,Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,,
Lever Lying Leg Curl,https://exrx.net/WeightExercises/Hamstrings/LVLyingLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis; Popliteus,,,,Tibialis Anterior; Rectus Femoris,,,,,,,,,,,,,,,,,,,,,,
Lever Seated Leg Curl,https://exrx.net/WeightExercises/Hamstrings/LVSeatedLegCurl,Hamstrings,Gastrocnemius; Gracilis; Sartorius; Popliteus,,,Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,,
Lever Standing Leg Curl,https://exrx.net/WeightExercises/Hamstrings/LVStandingLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis,,Gluteus Medius; Gluteus Minimus,,,,,,,,,,,,,,,,,,,,,Tibialis Anterior,,,
Smith Good-morning,https://exrx.net/WeightExercises/Hamstrings/SMGoodMorning,Hamstrings,Gluteus Maximus; Adductor Magnus,,Erector Spinae,,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,
Smith Straight-back Straight-leg Deadlift,https://exrx.net/WeightExercises/Hamstrings/SMStrBackStrLegDeadlift,Hamstrings,Gluteus Maximus; Adductor Magnus,,"Erector Spinae; Trapezius, Middle; Rhomboids; Trapezius, Upper; Levator Scapulae; Trapezius, Lower",,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,
Weighted Glute-Ham Raise,https://exrx.net/WeightExercises/Hamstrings/WTGluteHamRaise,Hamstrings,Gluteus Maximus; Adductor Magnus; Gastrocnemius; Gracilis; Sartorius; Popliteus,,Erector Spinae,Rectus Abdominis; Obliques; Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,,
Weighted Hyperextension,https://exrx.net/WeightExercises/Hamstrings/WtHyperextension,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,See comments,,,,,,,,,,,,,,,,,,,,,,,,
Weighted 45° Hyperextension,https://exrx.net/WeightExercises/Hamstrings/Wt45Hyperextension,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,See comments,,,,,,,,,,,,,,,,,,,,,,,,
Romanian Deadlift,https://exrx.net/WeightExercises/OlympicLifts/RomanianDeadlift,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band-assisted Inverse Leg Curl,https://exrx.net/WeightExercises/Hamstrings/ASInverseLegCurlBands,Hamstrings,Gastrocnemius; Gracilis; Sartorius; Popliteus,,Gluteus Maximus; Adductor Magnus; Erector Spinae,Rectus Abdominis; Obliques; Rectus Femoris; Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,,
Glute-Ham Raise (hands behind neck),https://exrx.net/WeightExercises/Hamstrings/BWGluteHamRaiseHead,Hamstrings,Gluteus Maximus; Adductor Magnus; Gastrocnemius; Gracilis; Sartorius; Popliteus,,Erector Spinae,Rectus Abdominis; Obliques; Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,,
Glute-Ham Raise (hands behind hips),https://exrx.net/WeightExercises/Hamstrings/BWGluteHamRaiseHips,Hamstrings,Gluteus Maximus; Adductor Magnus; Gastrocnemius; Gracilis; Sartorius; Popliteus,,Erector Spinae,,Rectus Abdominis; Obliques; Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,
45° Hyperextension (hands behind hips),https://exrx.net/WeightExercises/Hamstrings/BW45HyperextensionHips,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,No significant stabilizers,,,,,,,,,,,,,,,,,,,,,,,,
45° Hyperextension (arms crossed),https://exrx.net/WeightExercises/Hamstrings/BW45HyperextensionArmsCrossed,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,No significant stabilizers,,,,,,,,,,,,,,,,,,,,,,,,
45° Hyperextension (arms up),https://exrx.net/WeightExercises/Hamstrings/BW45HyperextensionArmsUp,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,No significant stabilizers,,,,,,,,,,,,,,,,,,,,,,,,
45° Hyperextension (hands behind neck),https://exrx.net/WeightExercises/Hamstrings/BW45HyperextensionNeck,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,No significant stabilizers,,,,,,,,,,,,,,,,,,,,,,,,
Single Leg Hanging Hamstring Bridge,https://exrx.net/WeightExercises/Hamstrings/BWSingleLegHangingHamstringBridge,Erector Spinae,"Hamstrings; Gluteus Maximus; Adductor Magnus; Latissimus Dorsi; Pectoralis Major, Sternal; Triceps, Long Head; Teres Major; Deltoid, Posterior; Rhomboids; Levator Scapulae; Pectoralis Minor",,,,,,,,,,,,,,,,,,,,,,,,"Trapezius, Middle; Trapezius, Lower; Rhomboids",,
Single Leg 45° Hyperextension (hands behind hips),https://exrx.net/WeightExercises/Hamstrings/BWSingleLeg45Hyperextension,Hamstrings,Erector Spinae; Gluteus Maximus; Adductor Magnus,,,,,,,,,,,,,,,,,,,,,,,,,,
Straight Hip Leg Curl (on stability ball),https://exrx.net/WeightExercises/Hamstrings/BWBallStraightHipLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis; Popliteus,,Gluteus Maximus; Erector Spinae,Tibialis Anterior; Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Self-assisted Inverse Leg Curl,https://exrx.net/WeightExercises/Hamstrings/ASHamstringRaiseSelf,Hamstrings,"Gastrocnemius; Gracilis; Sartorius; Popliteus; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Triceps Brachii; Coracobrachialis; Wrist Flexors",,Gluteus Maximus; Adductor Magnus; Erector Spinae,Rectus Abdominis; Obliques; Rectus Femoris; Tibialis Anterior,,,,,,,,,,,,,,,,,,,,,,,
Suspended Hanging Leg Curl,https://exrx.net/WeightExercises/Hamstrings/STHangingLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis; Popliteus,Rectus Femoris,"Gluteus Maximus; Erector Spinae; Trapezius, Middle; Trapezius, Lower; Rhomboids",Tibialis Anterior; Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Suspended Hanging Straight Hip Leg Curl,https://exrx.net/WeightExercises/Hamstrings/STHangingStraightHipLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis; Popliteus,,"Gluteus Maximus; Erector Spinae; Trapezius, Middle; Trapezius, Lower; Rhomboids",Tibialis Anterior; Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Suspended Leg Curl,https://exrx.net/WeightExercises/Hamstrings/STLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis; Popliteus,,,Tibialis Anterior; Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,Gluteus Maximus; Erector Spinae,
Suspended Straight Hip Leg Curl,https://exrx.net/WeightExercises/Hamstrings/STStraightHipLegCurl,Hamstrings,Gastrocnemius; Sartorius; Gracilis; Popliteus,,Gluteus Maximus; Erector Spinae,,Tibialis Anterior; Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,
Cable Hip Adduction,https://exrx.net/WeightExercises/HipAdductors/CBHipAdduction,"Adductors, Hip","Pectineus; Gracilis; Gluteus Maximus,          Lower Fibers",,"Adductors, Hip          (opposite)",,,,,,,,,,,,,,,,,,,,,,,,
Lever Seated Hip Adduction (plate loaded),https://exrx.net/WeightExercises/HipAdductors/LVSeatedHipAdductionH,"Adductors, Hip",Pectineus; Gracilis,,No significant stabilizers,,,,,,,,,,,,,,,,,,,,,,,,
Lever Seated Hip Adduction,https://exrx.net/WeightExercises/HipAdductors/LVSeatedHipAdduction,"Adductors, Hip",Pectineus; Gracilis,,No significant stabilizers,,,,,,,,,,,,,,,,,,,,,,,,
Lever Standing Hip Adduction,https://exrx.net/WeightExercises/HipAdductors/LVStandHipAdduction,"Adductors, Hip","Pectineus; Gracilis; Gluteus Maximus,          Lower Fibers",,"Adductors, Hip          (opposite)",,,,,,,,,,,,,,,,,,,,,,,,
Weighted Lying Hip Adduction,https://exrx.net/WeightExercises/HipAdductors/WTLyingHipAdduction,"Adductors, Hip","Pectineus; Gracilis; Gluteus Maximus,          Lower Fibers",,"Adductors, Hip          (opposite)",,,,,,,,,,,,,,,,,,,,,,,,
Barbell Bent-over Row,https://exrx.net/WeightExercises/BackGeneral/BBBentOverRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus; Quadriceps,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Barbell Underhand Bent-over Row,https://exrx.net/WeightExercises/BackGeneral/BBUnderhandBentOverRow,"Back, General","Latissimus Dorsi; Teres Major; Deltoid, Posterior; Trapezius, Middle; Trapezius, Lower; Rhomboids; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus; Quadriceps,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Cable One Arm Bent-over Row,https://exrx.net/WeightExercises/BackGeneral/CBOneArmBentoverRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Hamstrings; Gluteus Maximus; Triceps (Supporting Arm); Obliques; Psoas major; Quadratus lumborum; Iliocastalis lumborum; Iliocastalis thoracis,,,,,,,,,,,,,,,,,,,,,,,,
Cable One Arm Straight Back Seated High Row,https://exrx.net/WeightExercises/BackGeneral/CBOneArmStrBackHighRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Obliques; Quadratus Lumborum,Rectus Abdominis,,,,,,,,,,,,,,,,,,,,,,,
Cable Straight Back Seated Row,https://exrx.net/WeightExercises/BackGeneral/CBStraightBackSeatedRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis        Major, Sternal",,Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus,,Rectus Abdominis; Obliques,"Biceps Brachii; Triceps, Long        Head",,,,,,,,,,,,,,,,,,,,,
Cable Wide Grip Straight Back Seated Row,https://exrx.net/WeightExercises/BackGeneral/CBWideGripStrBackSeatedRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Bent-over Row,https://exrx.net/WeightExercises/BackGeneral/DBBentOverRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Triceps (supporting arm); Obliques; Psoas major; Quadratus lumborum; Iliocastalis lumborum; Iliocastalis thoracis,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Lying Row,https://exrx.net/WeightExercises/BackGeneral/DBLyingRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Neutral Grip Incline Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVNeutralGripInclineRowPL,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Wide Grip Incline Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVWideGripInclineRowPL,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Narrow Grip Seated Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVNarrowGripSeatedRowH,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Seated High Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVSeatedHighRowPL,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Seated Low Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVSeatedLowRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
"Lever Isolateral Wide Grip Seated Row (high bar, plate loaded)",https://exrx.net/WeightExercises/BackGeneral/LVWideGripSeatedRowH,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Wide Grip Seated Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVWideLowGripSeatedRowH,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever T-bar Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVTBarRow,"General, Back","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus; Quadriceps,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Lever Close Grip T-bar Row (plate loaded),https://exrx.net/WeightExercises/BackGeneral/LVCloseGripTBarRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus; Quadriceps,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Seated High Row,https://exrx.net/WeightExercises/BackGeneral/LVSeatedHighRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Seated Row,https://exrx.net/WeightExercises/BackGeneral/LVSeatedRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Wide Grip Seated Row,https://exrx.net/WeightExercises/BackGeneral/LVWideGripSeatedRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Seated Row (no chest pad),https://exrx.net/WeightExercises/BackGeneral/LVSeatedRowNoPad,"Back, General","Erector Spinae; Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Hamstrings; Gluteus Maximus; Adductor Magnus,,,,,,,,,,,,,,,,,,,,,,,,
Lever Straight Back Seated Row (no chest pad),https://exrx.net/WeightExercises/BackGeneral/LVStraightBackSeatedRowNoPad,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal",,Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus,,Rectus Abdominis; Obliques,"Biceps Brachii; Triceps, Long        Head",,,,,,,,,,,,,,,,,,,,,
Lever Underhand Seated Row,https://exrx.net/WeightExercises/BackGeneral/LVSeatedUnderhandRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Smith Bent-over Row,https://exrx.net/WeightExercises/BackGeneral/SMBentOverRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus; Adductor Magnus; Quadriceps,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Weighted Inverted Row,https://exrx.net/WeightExercises/BackGeneral/WTSupineRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis        Major, Sternal",,Erector Spinae; Gluteus Maximus; Hamstrings,,Rectus Abdominis; Obliques,"Biceps Brachii; Triceps, Long        Head",,,,,,,,,,,,,,,,,,,,,
Inverted Row,https://exrx.net/WeightExercises/BackGeneral/BWSupineRow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inverted Row (feet elevated),https://exrx.net/WeightExercises/BackGeneral/BWSupineRowFeetElevated,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Row (high bar),https://exrx.net/WeightExercises/BackGeneral/BWSupineRowHigh,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Suspended Inverted Row,https://exrx.net/WeightExercises/BackGeneral/STInvertedRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis        Major, Sternal",,Erector Spinae; Gluteus Maximus; Hamstrings,,Rectus Abdominis; Obliques,"Biceps Brachii; Triceps, Long        Head",,,,,,,,,,,,,,,,,,,,,
Suspended Row,https://exrx.net/WeightExercises/BackGeneral/STRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Biceps Brachii; Triceps, Long Head",Erector Spinae; Gluteus Maximus; Hamstrings,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Suspended One Arm Row,https://exrx.net/WeightExercises/BackGeneral/STOneArmRow,"Back, General","Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis        Major, Sternal",,Erector Spinae; Gluteus Maximus; Hamstrings,,Rectus Abdominis; Obliques,"Biceps Brachii; Triceps, Long        Head",,,,,,,,,,,,,,,,,,,,,
Inverted Biceps Row,https://exrx.net/WeightExercises/BackGeneral/BWUnderhandSupineRow,Biceps Brachii,"Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Biceps Row (high bar),https://exrx.net/WeightExercises/BackGeneral/BWUnderhandSupineRowHigh,Biceps Brachii,"Trapezius, Middle; Trapezius, Lower; Rhomboids; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Infraspinatus; Teres Minor; Brachialis; Brachioradialis; Pectoralis Major, Sternal","Triceps, Long Head",Erector Spinae; Hamstrings; Gluteus Maximus,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,
Machine-assisted Chin-up,https://exrx.net/WeightExercises/LatissimusDorsi/AsUnderhandChinup,Latissimus Dorsi,"Brachialis; Brachioradialis; Teres Major; Deltoid, Posterior; Rhomboids; Levator Scapulae; Trapezius, Lower; Trapezius, Middle; Pectoralis Major, Sternal; Pectoralis Minor","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Machine-assisted Pull-up (open-centered bar),https://exrx.net/WeightExercises/LatissimusDorsi/AsPullupOpenKneeling,Latissimus Dorsi,"Brachialis; Brachioradialis; Biceps Brachii; Teres Major; Rhomboids; Levator Scapulae; Pectoralis Minor; Trapezius, Lower; Pectoralis Major, Sternal; Coracobrachialis","Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
"Machine-assisted Pull-up (open-centered bar, standing)",https://exrx.net/WeightExercises/LatissimusDorsi/AsPullupOpen,Latissimus Dorsi,"Brachialis; Brachioradialis; Biceps Brachii; Teres Major; Rhomboids; Levator Scapulae; Pectoralis Minor; Trapezius, Lower; Pectoralis Major, Sternal; Coracobrachialis","Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
Machine-assisted Parallel Close Grip Pull-up,https://exrx.net/WeightExercises/LatissimusDorsi/AsCloseGripChinupKneeling,Latissimus Dorsi,"Brachialis; Brachioradialis; Teres Major; Deltoid, Posterior; Rhomboids; Levator Scapulae; Trapezius, Middle; Trapezius, Lower; Pectoralis Major, Sternal; Pectoralis Minor","Biceps Brachii; Triceps, Long Head",,,,,,,,,,,,,,,,,,,,,,,,,
